lfd_nr;stadtteil;standort;baumart_botanisch;baumart_deutsch;id;baumfamilie
21394;Innenstadt;Theodor-Heuss-Platz Wendeschleife Strassenbahn;Ulmus X hollandica 'Lobel';Ulme, Schmalkronige Stadt;51.2043, 6.68678;Ulme
21395;Furth-Süd;Katharina-Braeckeler-Str. Ende vor Fußweg am Bahndamm;Corylus colurna;Hasel, Baum;51.2036, 6.68083;Hasel
21396;Furth-Süd;Katharina-Braeckeler-Str. Ende vor Fußweg am Bahndamm;Corylus colurna;Hasel, Baum;51.2036, 6.681;Hasel
21398;Furth-Süd;Römerstr. Ecke Wolkerstr.;Liquidamber styraciflua;Amberbaum;51.2105, 6.68015;Amberbaum
22380;Furth-Süd;Karl-Arnold-Str. zw. Josefstr. und Salzstr.;Prunus serrulata 'Kanzan';Kirsche, Jap Zier;51.2076, 6.68458;Kirsche
22384;Furth-Süd;Karl-Arnold-Str. zw. Josefstr. und Salzstr.;Quercus cerris;Eiche, Flaum;51.2075, 6.68451;Eiche
22387;Furth-Süd;Karl-Arnold-Str. 12-16;Cercis siliquastrum;Judasbaum;51.2083, 6.68463;Judasbaum
22388;Furth-Süd;Karl-Arnold-Str. 12-16;Prunus serrulata 'Kanzan';Kirsche, Jap Zier;51.2086, 6.68466;Kirsche
22393;Furth-Süd;Wingenderstr. 8;Quercus pubescens;Eiche, Flaum;51.2096, 6.68476;Eiche
22394;Furth-Süd;Wingenderstr. 8;Quercus cerris;Eiche, Zerr;51.2097, 6.68476;Eiche
22398;Furth-Süd;Weißenberg Weg 79;Amelanchier lamarckii;Felsenbirne, Kupfer;51.2097, 6.68021;Felsenbirne
22399;Furth-Süd;Weißenberg Weg 81;Amelanchier lamarckii;Felsenbirne, Kupfer;51.2097, 6.68008;Felsenbirne
23209;Hammfeld;Stresemannalle Ecke Hammfelddamm;Castanea sativa;Esskastanie;51.1976, 6.71055;Esskastanie
23092;Furth-Mitte;Geulenstr. 45;Acer platanoides 'Schwedleri';Ahorn, Roter Spitz;51.2139, 6.66235;Ahorn
23422;Weckhoven;Am Palmstrauch Grünzug;Quercus coccinea;Eiche, Scharlach;51.1551, 6.69383;Eiche
23429;Reuschenberg;Schwarzer Weg (Hochzeitshain);Castanea sativa;Esskastanie;51.174, 6.69221;Esskastanie
23430;Reuschenberg;Schwarzer Weg (Hochzeitshain);Malus domestica;Apfel, Rheinischer Bohn-;51.1739, 6.69216;Apfel
23433;Reuschenberg;Schwarzer Weg (Hochzeitshain);Pyrus communis;Birne, 'Köstliche von Charneu';51.1738, 6.69219;Birne
23436;Reuschenberg;Schwarzer Weg (Hochzeitshain);Fagus sylvatica;Buche, Rot-;51.1739, 6.69114;Buche
23437;Reuschenberg;Schwarzer Weg (Hochzeitshain);Fagus sylvatica;Buche, Rot-;51.1739, 6.69104;Buche
23448;Vogelsang Bols-Siedlung;Niederdonker Weg;Pyrus communis;Birne, 'Gute Luise v. Avranches';51.2313, 6.68292;Birne
23455;Vogelsang Bols-Siedlung;Niederdonker Weg;Prunus dom.;Zwetsche, Haus-;51.2311, 6.68253;Zwetsche
23456;Vogelsang Bols-Siedlung;Niederdonker Weg;Prunus dom.;Zwetsche, Haus-;51.2312, 6.68267;Zwetsche
23458;Vogelsang Bols-Siedlung;Niederdonker Weg;Prunus dom.;Zwetsche, Haus-;51.2314, 6.68251;Zwetsche
23460;Vogelsang Bols-Siedlung;Niederdonker Weg;Castanea satvia;Esskastanie;51.2314, 6.68192;Esskastanie
23198;Hammfeld;Stresemannalle Ecke Hammfelddamm;Koelreuteria paniculata;Blasenbaum;51.1975, 6.7092;Blasenbaum
23199;Hammfeld;Stresemannalle Ecke Hammfelddamm;Koelreuteria paniculata;Blasenbaum;51.1975, 6.70918;Blasenbaum
23200;Hammfeld;Stresemannalle Ecke Hammfelddamm;Koelreuteria paniculata;Blasenbaum;51.1976, 6.7093;Blasenbaum
23202;Hammfeld;Stresemannalle Ecke Hammfelddamm;Koelreuteria paniculata;Blasenbaum;51.1977, 6.70951;Blasenbaum
23203;Hammfeld;Stresemannalle Ecke Hammfelddamm;Koelreuteria paniculata;Blasenbaum;51.1978, 6.70962;Blasenbaum
23206;Hammfeld;Stresemannalle Ecke Hammfelddamm;Koelreuteria paniculata;Blasenbaum;51.1979, 6.71014;Blasenbaum
23373;Weckhoven;Kurt-Huber-Str. 19;Castanea sativa;Esskastanie;51.1594, 6.69358;Esskastanie
23303;Stadionviertel;Grefrather Weg Konrad-Adenauer-Ring (Grünzug);Corylus colurna;Hasel, Baum;51.1863, 6.67762;Hasel
23305;Stadionviertel;Viktoriastr. ggb. Abzweigung Bismarkstr.;Fraxinus angustifolia 'Raywood';Esche, Schmalblättrige;51.1958, 6.67866;Esche
23302;Reuschenberg;Nierenhofstr. hinter Baumschule Erftufer;Alnus glutinosa;Erle, Schwarz;51.1633, 6.69663;Erle
23183;Gnadental;An der Erftmündung 8;Carpinus betulus;Hainbuche;51.1796, 6.72938;Hainbuche
23333;Uedesheim;Macherscheider Str. 30;Zelkove serrata 'Village Green';Zelkove;51.1655, 6.78564;Zelkove
23269;Pomona;"Jülicher Landstr. Ecke Konrad-Adenauer-Ring; vor Tanke";Platanus acerifolia;Platane;51.1839, 6.6787;Platane
23273;Pomona;Bergheimerstr. 210/208 ggb.;Celtis australis;Zürgelbaum;51.1835, 6.68889;Zürgelbaum
23211;Hammfeld;Hammer Landstr. 113;Alnus spaethii;Erle, Purpur;51.203, 6.71995;Erle
23214;Hammfeld;Hammer Landstr. 113;Alnus spaethii;Erle, Purpur;51.2031, 6.7207;Erle
23217;Hammfeld;Hammer Landstr. 113;Alnus spaethii;Erle, Purpur;51.2032, 6.7214;Erle
23228;Hammfeld;Carl-Schurz-Str. 2 ggb.;Quercus petraea;Eiche, Trauben;51.196, 6.7132;Eiche
23234;Hammfeld;Carl-Schurz-Str. 7;Quercus petraea;Eiche, Trauben;51.1939, 6.71372;Eiche
23237;Hammfeld;Carl-Schurz-Str. 7 ggb.;Quercus petraea;Eiche, Trauben;51.1937, 6.71349;Eiche
23184;Grimlinghausen;An der Eiche 27 ggb. Ecke Abzw.;Quercus petraea;Eiche, Trauben;51.1758, 6.74109;Eiche
23195;Grimlinghausen;Am Röttgen 86/102 dahinter;Tilia tomentosa;Linde, Silber;51.1786, 6.75136;Linde
23177;Gnadental;Kölner Str. Ecke Konstantinstr.;Zelkove serrata 'Village Green';Zelkove;51.1832, 6.72431;Zelkove
23178;Gnadental;Kölner Str. Ecke Konstantinstr.;Zelkove serrata 'Village Green';Zelkove;51.1833, 6.72425;Zelkove
23280;Reuschenberg;Linneplatz 1b ggb.;Gymnocladus diocus;Geweihbaum;51.1682, 6.69538;Geweihbaum
23281;Reuschenberg;Linneplatz 17 ggb.;Koelreuteria paniculata;Blasenbaum;51.1684, 6.69603;Blasenbaum
23284;Reuschenberg;Linneplatz 5 ggb.;Koelreuteria paniculata;Blasenbaum;51.1694, 6.69778;Blasenbaum
23294;Reuschenberg;Aurinstr. 24;Alnus spaethii;Erle, Purpur;51.1676, 6.69271;Erle
23296;Reuschenberg;Aurinstr. 36;Alnus spaethii;Erle, Purpur;51.1671, 6.6918;Erle
23298;Reuschenberg;Finkenstr. 11;Ulmus hollandica 'Lobel';Ulme, Stadt;51.1656, 6.68159;Ulme
23299;Reuschenberg;Finkenstr. 11;Ulmus hollandica 'Lobel';Ulme, Stadt;51.1656, 6.6817;Ulme
23247;Holzheim;Vereinsstr. 24 a ggb. Ecke Weimarer Str.;Acer campestre 'Elsrijk';Ahorn, Feld;51.1617, 6.67229;Ahorn
23309;Stadionviertel;Im Jagdfeld 22;Acer freemanii 'Scarlet Sentinel';Ahorn, Rot;51.1894, 6.67611;Ahorn
23310;Stadionviertel;Im Jagdfeld 20;Acer freemanii 'Scarlet Sentinel';Ahorn, Rot;51.1896, 6.67662;Ahorn
23313;Stadionviertel;Preußenstr. 155 ggb.;Acer freemanii 'Scarlet Sentinel';Ahorn, Rot;51.1889, 6.66777;Ahorn
23314;Stadionviertel;Preußenstr. 149;Acer freemanii 'Scarlet Sentinel';Ahorn, Rot;51.1888, 6.66802;Ahorn
23322;Stadionviertel;Konrad-Adenauer-Ring Ecke Klever Str.;Alnus cordata;Erle, Italienische;51.2005, 6.66556;Erle
23327;Stadionviertel;Konrad-Adenauer-Ring Ecke Klever Str.;Alnus spaethii;Erle, Purpur;51.2004, 6.66534;Erle
23329;Stadionviertel;Glehner Weg 2 ggb. - Ecke Jahnstr.;Prunus avium 'Plena';Kirsche, Wild;51.1978, 6.67375;Kirsche
23249;Innenstadt;Hesemannstr. 25 ggb.;Tilia europaea 'Pallida';Linde, Kaiser;51.1977, 6.68418;Linde
23059;Augustinusviertel;Stresemannallee 6 Mittelstreifen;Tilia europaea 'Pallida';Linde, Kaiser;51.1938, 6.70391;Linde
23255;Innenstadt;Promenadenstr. Grünzug Nähe Kanal unterhalb Bushalte Zolltor;Carpinus betulus;Hainbuche;51.1957, 6.69223;Hainbuche
23256;Innenstadt;Kaiser-Friedrich-Str. 148 ggb (Abhang Nordkanal);Carpinus betulus;Hainbuche;51.1934, 6.6891;Hainbuche
23401;Erfttal;Berghäuschensweg Hochzeitshain Gnadentaler Mühle;Fagus sylvatica;Buche, Rot;51.1722, 6.71826;Buche
23411;Norf;Geibelstr. 31;Juglans regia;Nuss, Wal;51.155, 6.73113;Nuss
23412;Norf;Geibelstr. 23;Juglans regia;Nuss, Wal;51.155, 6.73133;Nuss
23416;Stadionviertel;Glehner Weg 45;Tilia europaea 'Pallida';Linde, Kaiser;51.1958, 6.66956;Linde
23399;Weissenberg;Weissenberger Weg 177 dahinter Grünanlage;Juglans regia;Nuss, Wal;51.2142, 6.6749;Nuss
23175;Furth-Nord;Im Rottfeld 1 schräg ggb.;Acer campestre 'Elsrijk';Ahorn, Feld;51.2284, 6.64349;Ahorn
23136;Furth-Nord;Kaarster Str. 169;Acer campestre 'Elsrijk';Ahorn, Feld;51.2274, 6.64892;Ahorn
23339;Vogelsang;Kaarster Str. 169 ggb.;Liquidambar styraciflua;Amberbaum;51.2276, 6.64883;Amberbaum
23340;Vogelsang;Kaarster Str. 171 ggb.;Acer campestre 'Elsrijk';Ahorn, Feld;51.2277, 6.64839;Ahorn
23143;Furth-Nord;Viersener Str. 53 daneben;Tilia americana;Linde, Amerikanische;51.2173, 6.65318;Linde
23149;Furth-Nord;Viersener Str. 53 nebenan Grünzug Parkplatz;Liriodendron tulipifera;Tulpenbaum;51.2174, 6.654;Tulpenbaum
23150;Furth-Nord;Im Püllenkamp 18/20;Tilia mongolica;Linde, Mongolische;51.2184, 6.64956;Linde
23156;Furth-Nord;Nehringskamp 11a/13;Juglans regia;Nuss, Wal;51.2227, 6.65189;Nuss
23159;Furth-Nord;Nehringskamp 13/13 a;Sorbus latifolia 'Henk Vink';Mehlbeere, Breitblättrige;51.2226, 6.65218;Mehlbeere
23163;Furth-Nord;Kaarster Str. 126 ggb.;Alnus spaethii;Erle, Purpur;51.2216, 6.65562;Erle
23345;Vogelsang;Kaarster Str. 76;Tilia tomentosa;Linde, Silber;51.219, 6.65764;Linde
23166;Furth-Nord;Kaarster Str. 91 ggb. auf Wiese;Koelreuteria paniculata;Blasenbaum;51.2196, 6.65686;Blasenbaum
23171;Furth-Nord;Lange Hecke 3;Tilia europaea 'Pallida';LInde, Kaiser;51.2189, 6.653;LInde
23348;Vogelsang;Römerstr. 145 nebenan;Parrotia persica;Eisenholzbaum, Persischer;51.2204, 6.66928;Eisenholzbaum
23357;Vogelsang;Bickenbachstr. 25;Acer rubrum;Ahorn, Rot;51.223, 6.66113;Ahorn
23366;Vogelsang;Furtherhofstr. 38;Tilia tomentosa;Linde, Silber;51.2204, 6.66078;Linde
23370;Vogelsang;Furtherhofstr. ggb. Abzw. Römerstr.;Acer monspessulanum;Ahorn, Französischer;51.2238, 6.6668;Ahorn
23069;Barbaraviertel;Scharnhorststraße 6 ggb.;Juglans regia;Nuss, Wal;51.2141, 6.68971;Nuss
23073;Barbaraviertel;Xantener Str. 1 Ecke Bockholtstr.;Liriodendron tulipifera;Tulpenbaum;51.222, 6.68621;Tulpenbaum
23086;Furth-Mitte;Broichstr. 37 ggb. - Am Jostensbusch Park;Quercus petraea;Eiche, Trauben;51.2092, 6.66299;Eiche
23088;Furth-Mitte;Broichstr. 87 ggb. - Am Jostensbusch Park;Gymnocladus dioicus;Geweihbaum;51.2097, 6.66278;Geweihbaum
